Vendor,Category,Item,Price,Origin
AlphaStore95,Drugs/Ecstasy/Pills,Blue Grade-A Press 10ct,1.846029 BTC,India
SecureBoss844,Drugs/Psychedelics/DMT,Crystal Pure DMT 28g,8.030406 BTC,USA
PureStore440,Drugs/Ecstasy/Pills,Blue Lab Press 5ct,0.273544 BTC,Spain
DeltaMarket608,Drugs/Cannabis/Edibles,Quality Quantity 28g,1.539268 BTC,Canada
DeltaMarket543,Drugs/Dissociatives/Ketamine,Research Grade Pure Ketamine 500g,3.956247 BTC,Europe
PharmaDirect770,Drugs/Psychedelics/DMT,Crystal Quality DMT 250g,4.74031 BTC,UK
UltraLab266,Drugs/Prescription/Xanax,Tested Benzo 28ct,0.595363 BTC,Canada
SecureBoss844,Fraud/Documents,Fake Verified ID,1.210566 BTC,Poland
VenomSource928,Drugs/Psychedelics/Mushrooms,Psilocybin Verified Mushrooms 50g,0.652414 BTC,Spain
RedMarket810,Drugs/Opioids/Oxycodone,Authentic Quality Oxy 25ct,1.531278 BTC,Switzerland
SilentVendor726,Drugs/Prescription/Adderall,Tested Amphetamine Salts 100ct,3.789756 BTC,Worldwide
VenomVendor269,Drugs/Prescription/Tramadol,Verified Tramadol 10ct,2.809624 BTC,Worldwide
DeltaMarket543,Drugs/Cannabis/Edibles,Quality Lab Items 25ct,0.511857 BTC,No Info
BlackExpert873,Drugs/Psychedelics/DMT,Extracted Pure DMT 250g,3.221961 BTC,China
SwiftStore705,Fraud/Documents,Pure License Replica,1.317562 BTC,China
PureStore440,Drugs/Cannabis/Weed,Pure Quantity 500g,3.304011 BTC,Canada
KingKing458,Drugs/Cannabis/Weed,Premium Quality Product 28g,0.456888 BTC,UK
StealthPro162,Drugs/Psychedelics/DMT,Extracted Verified DMT 100g,2.350865 BTC,UK
ShadowDealer416,Drugs/Opioids/Fentanyl,Lab Fentanyl Powder 500g,0.097764 BTC,Switzerland
CryptoDirect666,Drugs/Opioids/Fentanyl,Research Chemical Tested Fent 14g,3.495337 BTC,Switzerland
ShadowVendor173,Digital/Hacking,Grade-A Fullz,1.973195 BTC,No Info
OmegaKing43,Drugs/Stimulants/Meth,Ice Tested Crystal 2g,1.199575 BTC,Worldwide
PharmaSource204,Drugs/Cannabis/Hash,Quality Tested Items 250ct,0.882567 BTC,Spain
VenomSource815,Drugs/Prescription/Xanax,Grade-A Benzo 100ct,5.002504 BTC,Australia
SwiftStore705,Drugs/Ecstasy/MDMA,Pure Lab Molly 100g,0.08285 BTC,Australia
DeltaStore687,Drugs/Stimulants/Speed,Crystal Pure Speed 10g,1.802621 BTC,Worldwide
BlueKing295,Drugs/Cannabis/Edibles,Premium Premium Product 28g,2.741722 BTC,Poland
BlackMarket588,Drugs/Psychedelics/DMT,Extracted Premium DMT 100g,0.569887 BTC,Canada
SilentVendor726,Drugs/Ecstasy/MDMA,Verified Ecstasy Crystals 1g,3.889142 BTC,Australia
SwiftKing346,Drugs/Psychedelics/Mushrooms,Premium Cubensis 14g,3.034161 BTC,Czech Republic
UltraSource684,Drugs/Ecstasy/Pills,Verified Ecstasy Tabs 50ct,3.575012 BTC,USA/Europe
QuickPro135,Drugs/Opioids/Heroin,Premium Heroin 10g,1.989381 BTC,Czech Republic
KingBoss990,Digital/Hacking,Compromised Tested Database,0.389163 BTC,Australia
UltraLab620,Drugs/Opioids/Fentanyl,Research Chemical Quality Fent 5g,6.94575 BTC,UK
SilentMaster997,Drugs/Cannabis/Weed,Quality Lab Items 7ct,3.447851 BTC,Canada
GhostLab755,Drugs/Stimulants/Meth,Premium Verified Meth 5g,2.718135 BTC,China
ShadowDealer416,Drugs/Dissociatives/Ketamine,Quality K Powder 25g,3.630607 BTC,India
AlphaStore354,Drugs/Psychedelics/Mushrooms,Dried Pure Shrooms 25g,1.180825 BTC,No Info
PharmaDirect770,Drugs/Stimulants/Meth,Premium Tested Meth 7g,0.199683 BTC,France
QuickKing639,Drugs/Opioids/Heroin,Pure Heroin 50g,7.150899 BTC,Spain
PharmaDirect647,Drugs/Stimulants/Speed,Tested Speed Paste 2g,6.904494 BTC,Spain
VenomPro997,Drugs/Opioids/Oxycodone,Authentic Grade-A Oxy 10ct,0.22621 BTC,Worldwide
NightLab646,Drugs/Stimulants/Cocaine,Fishscale Grade-A Coke 2g,2.795011 BTC,Belgium
UltraSource684,Drugs/Psychedelics/DMT,Premium Spice 500g,4.845791 BTC,UK
RedMarket810,Drugs/Stimulants/Meth,Ice Premium Crystal 25g,3.117043 BTC,Germany
VenomSource815,Drugs/Prescription/Xanax,Verified Benzo 25ct,0.877287 BTC,Netherlands
UltraVendor891,Drugs/Dissociatives/Ketamine,Quality K Powder 5g,0.267919 BTC,Belgium
SilentMarket838,Drugs/Cannabis/Weed,Lab Quantity 28g,6.896389 BTC,France
SwiftExpert794,Drugs/Stimulants/Meth,Premium Premium Meth 28g,3.36271 BTC,UK
CryptoDealer638,Drugs/Stimulants/Cocaine,High Purity Tested Cocaine 14g,8.120007 BTC,No Info
UltraMarket470,Drugs/Cannabis/Hash,Lab Quantity 7g,6.798076 BTC,Australia
GhostLab755,Drugs/Opioids/Fentanyl,Research Chemical Pure Fent 25g,0.570794 BTC,France
SwiftExpert794,Drugs/Ecstasy/Pills,Tested Ecstasy Tabs 14ct,3.39727 BTC,Czech Republic
SpeedMarket519,Drugs/Prescription/Adderall,Verified Amphetamine Salts 500ct,3.980588 BTC,India
DeltaMarket608,Drugs/Ecstasy/MDMA,Verified Ecstasy Crystals 28g,3.130771 BTC,No Info
SpeedMarket271,Drugs/Cannabis/Weed,Premium Quality Product 10g,0.096717 BTC,India
VenomVendor269,Drugs/Stimulants/Cocaine,Premium Blow 14g,4.674005 BTC,France
UltraMarket470,Drugs/Prescription/Tramadol,Generic Pure Ultram 10ct,2.658654 BTC,China
PharmaDirect770,Drugs/Cannabis/Hash,Premium Quantity 10g,0.704041 BTC,China
GhostLab755,Drugs/Prescription/Xanax,Premium Benzo 500ct,3.832145 BTC,Worldwide
SwiftStore705,Drugs/Psychedelics/DMT,Crystal Quality DMT 250g,6.151008 BTC,Australia
SilentMarket189,Fraud/Documents,Fake Pure ID,0.367754 BTC,Spain
OmegaKing43,Drugs/Ecstasy/Pills,Blue Lab Press 10ct,4.807718 BTC,UK
VenomLab714,Drugs/Prescription/Xanax,Pressed Premium Xanax 28ct,3.193883 BTC,Canada
SpeedVendor287,Drugs/Cannabis/Edibles,Premium Grade-A Product 250g,3.064133 BTC,Czech Republic
VenomMarket709,Fraud/Documents,Fake Verified ID,3.033098 BTC,Worldwide
SwiftStore884,Drugs/Prescription/Adderall,Verified Amphetamine Salts 2ct,1.918865 BTC,Netherlands
SpeedMarket529,Drugs/Cannabis/Edibles,Pure Quantity 100g,8.13742 BTC,China
ShadowVendor954,Drugs/Ecstasy/MDMA,Pure Pure Molly 28g,6.870954 BTC,USA/Europe
VenomSource928,Drugs/Psychedelics/DMT,Extracted Quality DMT 28g,1.285099 BTC,USA
SilentMaster997,Drugs/Psychedelics/Mushrooms,Premium Cubensis 10g,2.745582 BTC,Worldwide
QuickPro135,Drugs/Psychedelics/LSD,High-Dose Pure Tabs 14ct,1.408656 BTC,Spain
AlphaStore878,Drugs/Ecstasy/Pills,Verified Ecstasy Tabs 250ct,0.833117 BTC,Poland
AlphaStore878,Drugs/Opioids/Oxycodone,Authentic Lab Oxy 10ct,2.379136 BTC,Europe
BlueStore78,Drugs/Cannabis/Edibles,Verified Quantity 2g,3.427837 BTC,Worldwide
QuickKing639,Fraud/Documents,Tested License Replica,3.256294 BTC,Poland
QuickPro135,Drugs/Ecstasy/Pills,Blue Grade-A Press 5ct,0.454864 BTC,Netherlands
RedMarket810,Drugs/Stimulants/Cocaine,Fishscale Quality Coke 28g,3.504414 BTC,USA
SwiftStore884,Drugs/Prescription/Xanax,Quality Benzo 250ct,7.461512 BTC,Belgium
QuickDealer552,Drugs/Cannabis/Edibles,Quality Pure Items 10ct,2.834969 BTC,Worldwide
StealthShop752,Drugs/Prescription/Adderall,Verified Amphetamine Salts 50ct,0.662805 BTC,UK
VenomMarket709,Drugs/Stimulants/Speed,Crystal Tested Speed 28g,4.559165 BTC,Worldwide
SilentVendor726,Digital/Hacking,Compromised Quality Database,3.459632 BTC,Poland
BluePro475,Drugs/Psychedelics/LSD,Premium Liquid LSD 5ml,2.763773 BTC,USA/Europe
GreenExpert605,Drugs/Cannabis/Weed,Quality Grade-A Items 10ct,2.343307 BTC,USA/Europe
SilentMaster955,Drugs/Opioids/Fentanyl,Lab Fentanyl Powder 250g,4.871474 BTC,UK
SilentMaster955,Drugs/Ecstasy/MDMA,Crystal Pure MDMA 50g,5.703954 BTC,Spain
DarkBoss582,Drugs/Stimulants/Speed,Quality Speed Paste 50g,1.077977 BTC,Canada
DeltaMarket543,Drugs/Prescription/Tramadol,Generic Premium Ultram 100ct,3.123875 BTC,Czech Republic
PharmaSource313,Drugs/Opioids/Oxycodone,Verified Percs 10ct,0.847151 BTC,China
AlphaStore354,Drugs/Cannabis/Hash,Quality Tested Items 5ct,1.129051 BTC,France
QuickDirect928,Drugs/Opioids/Heroin,High Quality Premium Heroin 100g,0.399113 BTC,China
StealthKing618,Drugs/Psychedelics/Mushrooms,Psilocybin Grade-A Mushrooms 14g,4.420837 BTC,Czech Republic
VenomSource815,Drugs/Prescription/Xanax,Authentic Premium Xanax 7ct,4.086311 BTC,No Info
AlphaStore95,Drugs/Cannabis/Edibles,Quality Quality Items 28ct,3.733289 BTC,Canada
DeltaMarket543,Drugs/Ecstasy/Pills,Verified MDMA Pressed Pills 14ct,1.812667 BTC,UK
SilentBoss239,Drugs/Stimulants/Cocaine,Fishscale Pure Coke 10g,5.02634 BTC,UK
VenomSource928,Drugs/Ecstasy/MDMA,Crystal Grade-A MDMA 28g,4.848987 BTC,No Info
PharmaSource313,Drugs/Cannabis/Hash,Quality Tested Items 25ct,1.231837 BTC,Germany
SpeedVendor287,Drugs/Stimulants/Meth,Ice Pure Crystal 5g,3.233868 BTC,France
NightLab646,Drugs/Dissociatives/Ketamine,Research Grade Quality Ketamine 2g,1.005295 BTC,India
BlackBoss982,Drugs/Stimulants/Cocaine,Pure Blow 50g,7.72463 BTC,Europe
AlphaStore354,Drugs/Opioids/Oxycodone,Authentic Lab Oxy 50ct,0.924114 BTC,China
KingDirect228,Drugs/Opioids/Fentanyl,Research Chemical Quality Fent 50g,0.993494 BTC,Poland
ShadowVendor954,Drugs/Ecstasy/MDMA,Crystal Tested MDMA 25g,2.844487 BTC,Europe
SpeedShop526,Fraud/Documents,Lab License Replica,1.654353 BTC,UK
QuickPro135,Drugs/Psychedelics/DMT,Pure Spice 50g,5.102913 BTC,India
PharmaExpert186,Digital/Hacking,Compromised Lab Database,1.564977 BTC,Canada
QuickDealer552,Drugs/Prescription/Xanax,Pressed Tested Xanax 500ct,4.271841 BTC,China
SecureBoss844,Drugs/Cannabis/Edibles,Grade-A Quantity 2g,3.429462 BTC,Canada
PharmaDirect770,Drugs/Prescription/Tramadol,Generic Pure Ultram 250ct,2.876739 BTC,Spain
VenomLab714,Drugs/Ecstasy/MDMA,Pure Grade-A Molly 10g,1.404028 BTC,Australia
AlphaKing463,Drugs/Opioids/Fentanyl,Pure Fentanyl Powder 2g,4.580923 BTC,USA
PharmaBoss522,Drugs/Stimulants/Meth,Ice Grade-A Crystal 7g,1.392428 BTC,Netherlands
DarkBoss582,Fraud/Documents,Counterfeit Premium Passport,2.792427 BTC,USA/Europe
PureMarket96,Drugs/Opioids/Oxycodone,Lab Percs 100ct,0.468983 BTC,No Info
ShadowVendor173,Drugs/Prescription/Tramadol,Premium Tramadol 50ct,6.397897 BTC,Poland
QuickDealer552,Drugs/Psychedelics/LSD,High-Dose Lab Tabs 2ct,3.1566 BTC,Netherlands
CryptoDirect666,Drugs/Psychedelics/LSD,Verified LSD Blotters 250ct,3.903226 BTC,India
SilentBoss239,Drugs/Cannabis/Weed,Pure Quantity 1g,3.338456 BTC,Poland
SilentBoss239,Drugs/Cannabis/Hash,Quality Premium Items 100ct,4.098335 BTC,Worldwide
UltraLab266,Drugs/Opioids/Heroin,Brown Premium Dope 25g,1.224446 BTC,Australia
VenomLab714,Drugs/Opioids/Fentanyl,Lab Fentanyl Powder 28g,4.208062 BTC,Netherlands
PharmaDirect647,Drugs/Dissociatives/Ketamine,Premium K Powder 500g,0.131171 BTC,USA
GreenDealer162,Drugs/Opioids/Fentanyl,Verified Fentanyl Powder 25g,1.733501 BTC,Netherlands
DeltaMarket608,Drugs/Psychedelics/DMT,Tested Spice 7g,1.761004 BTC,Germany
RedMarket810,Drugs/Psychedelics/Mushrooms,Dried Pure Shrooms 100g,3.777662 BTC,India
SilentPro922,Drugs/Prescription/Tramadol,Premium Tramadol 25ct,2.652541 BTC,Germany
UltraKing555,Drugs/Psychedelics/LSD,Pure LSD Blotters 10ct,2.255188 BTC,Europe
AlphaKing870,Drugs/Cannabis/Weed,Premium Quantity 100g,5.992299 BTC,Netherlands
CryptoLab868,Drugs/Cannabis/Hash,Premium Pure Product 100g,3.639045 BTC,USA/Europe
BlackExpert873,Drugs/Dissociatives/Ketamine,Pure K Powder 14g,0.38524 BTC,Australia
QuickDealer552,Drugs/Stimulants/Speed,Crystal Premium Speed 14g,2.469038 BTC,Germany
SilentMarket189,Drugs/Ecstasy/MDMA,Pure Verified Molly 25g,1.709748 BTC,USA/Europe
QuickDirect928,Drugs/Cannabis/Weed,Premium Lab Product 7g,4.300322 BTC,Czech Republic
EliteMaster689,Drugs/Ecstasy/MDMA,Pure Pure Molly 28g,3.411618 BTC,India
SilentMaster955,Drugs/Dissociatives/Ketamine,Pure K Powder 250g,1.012515 BTC,Belgium
BlueStore78,Drugs/Opioids/Oxycodone,Authentic Pure Oxy 14ct,0.180484 BTC,China
AlphaKing463,Drugs/Opioids/Heroin,Verified Heroin 14g,3.265862 BTC,Australia
SilentPro922,Fraud/Documents,Counterfeit Pure Passport,1.429903 BTC,No Info
UltraDirect809,Drugs/Cannabis/Edibles,Quality Grade-A Items 2ct,3.842257 BTC,Worldwide
ShadowVendor954,Drugs/Ecstasy/Pills,Blue Premium Press 2ct,0.915125 BTC,Canada
UltraDirect809,Drugs/Prescription/Tramadol,Generic Tested Ultram 250ct,0.786014 BTC,Switzerland
AlphaMaster277,Drugs/Opioids/Oxycodone,Verified Percs 25ct,0.800857 BTC,UK
GreenExpert605,Drugs/Stimulants/Speed,Premium Speed Paste 2g,2.365214 BTC,Europe
OmegaKing43,Drugs/Cannabis/Hash,Pure Quantity 5g,0.045315 BTC,Belgium
SwiftStore705,Drugs/Prescription/Tramadol,Grade-A Tramadol 5ct,2.211885 BTC,India
AlphaStore132,Drugs/Opioids/Oxycodone,Lab Percs 5ct,4.534416 BTC,China
KingKing458,Drugs/Cannabis/Edibles,Premium Quality Product 500g,3.880073 BTC,Poland
GhostLab755,Drugs/Stimulants/Cocaine,Lab Blow 7g,4.43432 BTC,Germany
DarkExpert536,Drugs/Opioids/Heroin,Brown Grade-A Dope 2g,2.240532 BTC,Switzerland
SilentPro922,Drugs/Psychedelics/Mushrooms,Psilocybin Premium Mushrooms 25g,2.594353 BTC,Belgium
OmegaDirect105,Drugs/Psychedelics/DMT,Crystal Lab DMT 50g,3.48858 BTC,USA
VenomMarket709,Drugs/Stimulants/Speed,Verified Speed Paste 2g,1.93086 BTC,Australia
OmegaDirect105,Fraud/Documents,Fake Verified ID,0.858448 BTC,Australia
QuickSource60,Drugs/Psychedelics/DMT,Premium Spice 1g,0.091179 BTC,UK
AlphaStore95,Drugs/Cannabis/Edibles,Tested Quantity 50g,2.858604 BTC,China
QuickMaster491,Drugs/Dissociatives/Ketamine,Research Grade Verified Ketamine 25g,0.967793 BTC,USA
PharmaDirect770,Drugs/Ecstasy/MDMA,Pure Quality Molly 7g,4.840521 BTC,Belgium
QuickSource60,Drugs/Stimulants/Meth,Ice Tested Crystal 7g,1.618565 BTC,No Info
SilentVendor726,Drugs/Cannabis/Edibles,Quality Lab Items 2ct,0.111736 BTC,Czech Republic
SpeedVendor287,Drugs/Ecstasy/MDMA,Pure Verified Molly 100g,3.321058 BTC,Poland
SpeedMarket271,Drugs/Opioids/Fentanyl,Research Chemical Pure Fent 50g,0.113294 BTC,China
BlueStore78,Drugs/Cannabis/Weed,Quality Lab Items 10ct,1.238278 BTC,Switzerland
DeltaStore687,Drugs/Opioids/Fentanyl,Quality Fentanyl Powder 28g,2.048605 BTC,Czech Republic
VenomVendor269,Drugs/Opioids/Heroin,High Quality Pure Heroin 28g,1.029994 BTC,Belgium
BlueStore78,Drugs/Psychedelics/Mushrooms,Verified Cubensis 14g,8.068337 BTC,France
SpeedMarket529,Drugs/Prescription/Xanax,Pressed Premium Xanax 5ct,0.357082 BTC,USA/Europe
BlueStore78,Drugs/Psychedelics/Mushrooms,Psilocybin Premium Mushrooms 14g,3.374304 BTC,USA/Europe
DeltaMarket543,Drugs/Stimulants/Meth,Tested Methamphetamine 10g,2.688596 BTC,Netherlands
UltraVendor891,Drugs/Stimulants/Meth,Quality Methamphetamine 7g,0.164403 BTC,Europe
BlackShop465,Drugs/Psychedelics/LSD,High-Dose Lab Tabs 28ct,2.599946 BTC,UK
SpeedMarket519,Drugs/Cannabis/Edibles,Quality Lab Items 28ct,4.534446 BTC,No Info
VenomSource928,Drugs/Ecstasy/MDMA,Premium Ecstasy Crystals 14g,0.099477 BTC,France
SpeedDealer285,Drugs/Psychedelics/DMT,Verified Spice 5g,5.616558 BTC,Canada
StealthPro162,Drugs/Cannabis/Hash,Quality Lab Items 2ct,7.098315 BTC,UK
OmegaKing43,Drugs/Psychedelics/LSD,High-Dose Quality Tabs 250ct,1.20381 BTC,Germany
BlueStore78,Drugs/Opioids/Oxycodone,Authentic Quality Oxy 100ct,2.639869 BTC,China
AlphaDirect701,Drugs/Opioids/Fentanyl,Research Chemical Lab Fent 2g,2.944421 BTC,Worldwide
StealthKing618,Drugs/Opioids/Oxycodone,Authentic Tested Oxy 50ct,0.217349 BTC,UK
UltraLab620,Drugs/Cannabis/Hash,Grade-A Quantity 5g,2.698538 BTC,Switzerland
BlueStore943,Drugs/Cannabis/Hash,Verified Quantity 2g,0.712148 BTC,Canada
SpeedDealer285,Drugs/Prescription/Adderall,Authentic Pure Adderall 50ct,3.303406 BTC,Spain
AlphaDirect701,Drugs/Cannabis/Hash,Pure Quantity 500g,4.964153 BTC,Belgium
KingBoss990,Digital/Hacking,Pure Fullz,0.033906 BTC,China
GreenExpert605,Drugs/Psychedelics/Mushrooms,Dried Quality Shrooms 500g,7.574273 BTC,Switzerland
AlphaStore354,Drugs/Stimulants/Cocaine,Fishscale Lab Coke 25g,2.58461 BTC,Poland
GreenDealer162,Digital/Hacking,Compromised Pure Database,1.433897 BTC,No Info
AlphaKing870,Drugs/Psychedelics/Mushrooms,Quality Cubensis 250g,1.534054 BTC,Poland
AlphaMaster277,Drugs/Opioids/Heroin,Verified Heroin 50g,4.032238 BTC,Czech Republic
PureMarket224,Drugs/Ecstasy/MDMA,Crystal Grade-A MDMA 25g,4.26596 BTC,Worldwide
SpeedDealer285,Drugs/Psychedelics/LSD,High-Dose Quality Tabs 10ct,1.103558 BTC,USA/Europe
UltraSource684,Drugs/Psychedelics/LSD,Grade-A Liquid LSD 10ml,0.523537 BTC,Canada
SwiftDealer556,Drugs/Psychedelics/Mushrooms,Psilocybin Pure Mushrooms 5g,8.194081 BTC,Switzerland
SilentMarket838,Drugs/Psychedelics/DMT,Verified Spice 1g,1.378198 BTC,UK
PureMarket96,Drugs/Psychedelics/DMT,Crystal Tested DMT 28g,1.391949 BTC,France
BlueStore78,Drugs/Opioids/Fentanyl,Pure Fentanyl Powder 2g,2.696037 BTC,Belgium
SpeedShop526,Drugs/Opioids/Fentanyl,Verified Fentanyl Powder 28g,3.712172 BTC,Poland
KingLab317,Fraud/Documents,Fake Quality ID,0.545593 BTC,Czech Republic
SpeedVendor287,Drugs/Ecstasy/Pills,Lab Ecstasy Tabs 10ct,0.046294 BTC,Australia
BlackMarket588,Drugs/Psychedelics/Mushrooms,Dried Pure Shrooms 7g,4.047091 BTC,Belgium
CryptoDealer638,Fraud/Documents,Fake Tested ID,0.30977 BTC,Netherlands
VenomPro997,Drugs/Dissociatives/Ketamine,Research Grade Pure Ketamine 5g,4.143145 BTC,USA/Europe
QuickDirect928,Drugs/Ecstasy/MDMA,Pure Grade-A Molly 1g,2.263695 BTC,Czech Republic
AlphaDirect701,Drugs/Cannabis/Edibles,Premium Tested Product 5g,2.319483 BTC,India
PharmaDirect770,Drugs/Psychedelics/Mushrooms,Dried Lab Shrooms 25g,4.395916 BTC,Spain
UltraVendor891,Fraud/Documents,Premium License Replica,0.803455 BTC,USA/Europe
QuickPro135,Drugs/Stimulants/Speed,Quality Verified Amphetamine 10g,4.112165 BTC,Canada
QuickKing639,Drugs/Opioids/Oxycodone,Authentic Pure Oxy 14ct,3.399775 BTC,Netherlands
BluePro475,Drugs/Stimulants/Meth,Ice Lab Crystal 2g,2.491641 BTC,USA
KingBoss990,Digital/Hacking,Compromised Premium Database,0.139236 BTC,France
StealthShop752,Drugs/Prescription/Xanax,Grade-A Benzo 2ct,2.955335 BTC,China
SwiftDealer556,Drugs/Psychedelics/Mushrooms,Premium Cubensis 25g,3.118331 BTC,USA
DarkBoss582,Drugs/Stimulants/Meth,Lab Methamphetamine 50g,3.206372 BTC,Switzerland
NightLab646,Drugs/Psychedelics/Mushrooms,Dried Pure Shrooms 5g,3.058816 BTC,Spain
AlphaStore354,Fraud/Documents,Counterfeit Grade-A Passport,5.205756 BTC,Netherlands
VenomVendor269,Drugs/Cannabis/Weed,Quality Grade-A Items 50ct,2.00446 BTC,Switzerland
SecureBoss844,Drugs/Psychedelics/LSD,Lab LSD Blotters 50ct,2.649304 BTC,UK
PharmaDirect647,Drugs/Opioids/Heroin,Brown Premium Dope 50g,7.243918 BTC,Australia
SilentVendor726,Drugs/Stimulants/Meth,Ice Premium Crystal 10g,4.369854 BTC,France
SwiftStore884,Fraud/Documents,Fake Verified ID,3.816559 BTC,France
AlphaStore95,Drugs/Psychedelics/Mushrooms,Premium Cubensis 1g,0.324059 BTC,Australia
DeltaMarket543,Drugs/Cannabis/Edibles,Grade-A Quantity 7g,5.346299 BTC,Europe
AlphaStore878,Drugs/Cannabis/Edibles,Premium Pure Product 2g,4.067618 BTC,Worldwide
SilentMaster997,Drugs/Prescription/Adderall,Verified Amphetamine Salts 5ct,3.127837 BTC,France
GhostLab755,Drugs/Stimulants/Meth,Premium Pure Meth 10g,6.171401 BTC,USA
StealthVendor191,Drugs/Stimulants/Speed,Crystal Quality Speed 14g,1.378721 BTC,USA
ShadowVendor173,Digital/Hacking,Compromised Tested Database,0.413103 BTC,China
PharmaSource204,Digital/Hacking,Compromised Tested Database,0.121215 BTC,Canada
CryptoDirect666,Digital/Hacking,Lab Fullz,4.540269 BTC,Poland
PharmaDirect770,Drugs/Ecstasy/Pills,Premium Ecstasy Tabs 50ct,3.317326 BTC,USA/Europe
RedLab835,Drugs/Opioids/Oxycodone,Authentic Lab Oxy 500ct,4.596572 BTC,India
BlueKing295,Drugs/Ecstasy/Pills,Premium Ecstasy Tabs 50ct,3.598523 BTC,India
GreenMarket125,Drugs/Opioids/Fentanyl,Research Chemical Tested Fent 28g,6.889904 BTC,Poland
OmegaDirect105,Drugs/Prescription/Xanax,Pressed Premium Xanax 14ct,1.270152 BTC,Canada
QuickDirect928,Drugs/Stimulants/Cocaine,Quality Blow 28g,1.352536 BTC,Spain
SilentMarket189,Drugs/Prescription/Adderall,Verified Amphetamine Salts 14ct,1.150036 BTC,Poland
AlphaKing463,Digital/Hacking,Hacked Grade-A Account,0.790006 BTC,Worldwide
AlphaKing870,Drugs/Prescription/Xanax,Authentic Lab Xanax 50ct,7.38217 BTC,USA/Europe
PharmaExpert186,Drugs/Psychedelics/LSD,Verified Liquid LSD 25ml,6.550847 BTC,Belgium
GhostLab755,Drugs/Cannabis/Hash,Lab Quantity 500g,4.79665 BTC,Spain
QuickDirect928,Drugs/Cannabis/Edibles,Quality Verified Items 50ct,4.339746 BTC,Spain
SpeedMarket529,Drugs/Opioids/Heroin,Brown Grade-A Dope 1g,2.847285 BTC,France
PureVendor480,Drugs/Stimulants/Cocaine,Fishscale Tested Coke 1g,2.181492 BTC,Europe
StealthPro162,Fraud/Documents,Quality License Replica,0.48731 BTC,Czech Republic
QuickDealer552,Drugs/Prescription/Xanax,Pressed Quality Xanax 1ct,0.666108 BTC,Poland
DarkExpert536,Drugs/Dissociatives/Ketamine,Research Grade Grade-A Ketamine 250g,3.012053 BTC,Worldwide
AlphaStore354,Drugs/Prescription/Adderall,Authentic Quality Adderall 14ct,0.534177 BTC,Spain
AlphaKing463,Drugs/Opioids/Fentanyl,Quality Fentanyl Powder 100g,2.769078 BTC,Australia
SpeedDealer285,Drugs/Dissociatives/Ketamine,Quality K Powder 14g,1.186282 BTC,Belgium
UltraKing555,Drugs/Psychedelics/Mushrooms,Psilocybin Pure Mushrooms 28g,1.043603 BTC,Canada
PureMarket96,Drugs/Ecstasy/MDMA,Pure Verified Molly 50g,2.230399 BTC,UK
SilentMarket838,Drugs/Ecstasy/Pills,Quality MDMA Pressed Pills 7ct,3.326832 BTC,Germany
SpeedVendor287,Drugs/Prescription/Adderall,Authentic Premium Adderall 2ct,4.793366 BTC,Germany
PharmaSource204,Drugs/Opioids/Oxycodone,Authentic Pure Oxy 25ct,0.358294 BTC,Europe
BlackMarket588,Fraud/Documents,Fake Grade-A ID,1.137137 BTC,Worldwide
BlackExpert873,Drugs/Stimulants/Speed,Grade-A Speed Paste 2g,2.402749 BTC,Spain
KingBoss990,Drugs/Stimulants/Speed,Quality Grade-A Amphetamine 25g,3.505795 BTC,Canada
SilentMaster997,Drugs/Cannabis/Weed,Premium Lab Product 1g,0.610247 BTC,Czech Republic
VenomSource928,Fraud/Documents,Premium License Replica,1.664363 BTC,Europe
DarkBoss582,Drugs/Prescription/Tramadol,Generic Grade-A Ultram 250ct,3.592207 BTC,USA
UltraVendor891,Drugs/Opioids/Fentanyl,Grade-A Fentanyl Powder 28g,4.832338 BTC,Switzerland
KingBoss990,Digital/Hacking,Premium Fullz,2.757809 BTC,India
KingLab317,Drugs/Stimulants/Cocaine,High Purity Grade-A Cocaine 2g,0.71661 BTC,Poland
OmegaKing43,Drugs/Cannabis/Weed,Quality Pure Items 500ct,2.4439 BTC,USA/Europe
OmegaDirect105,Drugs/Opioids/Heroin,Brown Verified Dope 7g,2.817396 BTC,Germany
StealthKing618,Drugs/Cannabis/Weed,Premium Grade-A Product 2g,3.397279 BTC,No Info
BluePro475,Drugs/Cannabis/Edibles,Premium Tested Product 14g,3.484864 BTC,Poland
QuickKing639,Fraud/Documents,Quality License Replica,1.923423 BTC,USA
CryptoDirect666,Drugs/Dissociatives/Ketamine,Grade-A K Powder 250g,2.610706 BTC,Czech Republic
SwiftDealer556,Drugs/Opioids/Heroin,Brown Pure Dope 14g,3.946383 BTC,Belgium
